pa, pp, ta, tp
the emotional employee selects the flower .,the flower is selected by the emotional employee .,an uncle taught a wife .,a wife was taught by an uncle .
the holy scientist judges the leader .,the leader is judged by the holy scientist .,an uncle taught a wife .,a wife was taught by an uncle .
the gentle kid drinks the tea .,the tea is drunk by the gentle kid .,an uncle taught a wife .,a wife was taught by an uncle .
the holy club keeps the coffee .,the coffee is kept by the holy club .,an uncle taught a wife .,a wife was taught by an uncle .
the pale prince chased the woman .,the woman was chased by the pale prince .,a champion drags an author .,an author is dragged by a champion .
the sweet candidate chased the corporation .,the corporation was chased by the sweet candidate .,a champion drags an author .,an author is dragged by a champion .
the busy colonel discovered the soldier .,the soldier was discovered by the busy colonel .,a champion drags an author .,an author is dragged by a champion .
the religious father protected the actor .,the actor was protected by the religious father .,a champion drags an author .,an author is dragged by a champion .
the awesome army protected the physician .,the physician was protected by the awesome army .,a champion drags an author .,an author is dragged by a champion .
the criminal prince hurt the teacher .,the teacher was hurt by the criminal prince .,a champion drags an author .,an author is dragged by a champion .
the nice secretary judged the corporation .,the corporation was judged by the nice secretary .,a champion drags an author .,an author is dragged by a champion .
the strange minister ate the meal .,the meal was eaten by the strange minister .,a champion drags an author .,an author is dragged by a champion .
the tough father hurt the king .,the king was hurt by the tough father .,a champion drags an author .,an author is dragged by a champion .
the silent secretary washed the employer .,the employer was washed by the silent secretary .,a champion drags an author .,an author is dragged by a champion .
a french chief kissed a reader .,a reader was kissed by a french chief .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
an honest actress taught a manager .,a manager was taught by an honest actress .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
an intelligent adult caught a champion .,a champion was caught by an intelligent adult .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
an italian adult wanted a coffee .,a coffee was wanted by an italian adult .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
an eager opponent grabbed a meal .,a meal was grabbed by an eager opponent .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
a willing hero purchased a tea .,a tea was purchased by a willing hero .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
a rich woman led a corporation .,a corporation was led by a rich woman .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
a patient guy selected a friend .,a friend was selected by a patient guy .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
a modern student grabbed a juice .,a juice was grabbed by a modern student .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
an attractive employee comforted a prince .,a prince was comforted by an attractive employee .,the lawyer kills the daughter .,the daughter is killed by the lawyer .
a gentle buddy hurries a worker .,a worker is hurried by a gentle buddy .,the mother wrapped the computer .,the computer was wrapped by the mother .
a glad sheriff discovers a buddy .,a buddy is discovered by a glad sheriff .,the mother wrapped the computer .,the computer was wrapped by the mother .
a terrible scientist bothers an attorney .,an attorney is bothered by a terrible scientist .,the mother wrapped the computer .,the computer was wrapped by the mother .
a brilliant scientist drinks a beer .,a beer is drunk by a brilliant scientist .,the mother wrapped the computer .,the computer was wrapped by the mother .
an excited employee drinks a beer .,a beer is drunk by an excited employee .,the mother wrapped the computer .,the computer was wrapped by the mother .
a modern singer hurts a lawyer .,a lawyer is hurt by a modern singer .,the mother wrapped the computer .,the computer was wrapped by the mother .
a responsible hero describes an anchor .,an anchor is described by a responsible hero .,the mother wrapped the computer .,the computer was wrapped by the mother .
a foreign physician selects a bottle .,a bottle is selected by a foreign physician .,the mother wrapped the computer .,the computer was wrapped by the mother .
a glad cop wants a coffee .,a coffee is wanted by a glad cop .,the mother wrapped the computer .,the computer was wrapped by the mother .
an athletic author wants a pie .,a pie is wanted by an athletic author .,the mother wrapped the computer .,the computer was wrapped by the mother .
a fantastic guest grabs a writer .,a writer is grabbed by a fantastic guest .,the opponent collected the gun .,the gun was collected by the opponent .
a rough mayor discovers a juice .,a juice is discovered by a rough mayor .,the opponent collected the gun .,the gun was collected by the opponent .
a ordinary student catches a juice .,a juice is caught by a ordinary student .,the opponent collected the gun .,the gun was collected by the opponent .
a wonderful husband prepares a plate .,a plate is prepared by a wonderful husband .,the opponent collected the gun .,the gun was collected by the opponent .
