ppo, pdo, tpo, tdo
a generous brother gave a machine to a club .,a generous brother gave a club a machine .,the parent drew the motor for the business .,the parent drew the business the motor .
a friendly president brought a meal to a band .,a friendly president brought a band a meal .,the parent drew the motor for the business .,the parent drew the business the motor .
a bright prince brought a book to a club .,a bright prince brought a club a book .,the parent drew the motor for the business .,the parent drew the business the motor .
a gentle champion sent a button to a minister .,a gentle champion sent a minister a button .,the parent drew the motor for the business .,the parent drew the business the motor .
a tired nurse threw a guitar to a woman .,a tired nurse threw a woman a guitar .,the parent drew the motor for the business .,the parent drew the business the motor .
a stupid girl gave an instrument to a club .,a stupid girl gave a club an instrument .,the parent drew the motor for the business .,the parent drew the business the motor .
an eager actor gave a cheese to a reader .,an eager actor gave a reader a cheese .,the parent drew the motor for the business .,the parent drew the business the motor .
a jewish hero sold a salad to an aunt .,a jewish hero sold an aunt a salad .,the parent drew the motor for the business .,the parent drew the business the motor .
the angry actress promised the guitar to the professor .,the angry actress promised the professor the guitar .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the spanish bishop threw the plate to the chief .,the spanish bishop threw the chief the plate .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the sad prince brought the tea to the band .,the sad prince brought the band the tea .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the loving friend threw the juice to the teacher .,the loving friend threw the teacher the juice .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the english employee brought the cheese to the army .,the english employee brought the army the cheese .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the violent princess brought the juice to the champion .,the violent princess brought the champion the juice .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the critical husband fed the salad to the scientist .,the critical husband fed the scientist the salad .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the religious friend supplied the juice to the company .,the religious friend supplied the company the juice .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the odd soldier supplied the juice to the business .,the odd soldier supplied the business the juice .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the lonely father promised the juice to the opponent .,the lonely father promised the opponent the juice .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
the attractive adult sent the box to the champion .,the attractive adult sent the champion the box .,a physician left a meal for an army .,a physician left an army a meal .
the drunk friend supplied the tea to the man .,the drunk friend supplied the man the tea .,a physician left a meal for an army .,a physician left an army a meal .
the ill parent promised the tea to the actress .,the ill parent promised the actress the tea .,a physician left a meal for an army .,a physician left an army a meal .
the criminal lawyer sold the coffee to the corporation .,the criminal lawyer sold the corporation the coffee .,a physician left a meal for an army .,a physician left an army a meal .
the spanish kid brought the juice to the employer .,the spanish kid brought the employer the juice .,a physician left a meal for an army .,a physician left an army a meal .
the tall cousin threw the candy to the girl .,the tall cousin threw the girl the candy .,a physician left a meal for an army .,a physician left an army a meal .
the patient friend supplied the gun to the band .,the patient friend supplied the band the gun .,a physician left a meal for an army .,a physician left an army a meal .
the glad priest gave the tea to the band .,the glad priest gave the band the tea .,a physician left a meal for an army .,a physician left an army a meal .
the stupid cousin promised the bag to the reader .,the stupid cousin promised the reader the bag .,a physician left a meal for an army .,a physician left an army a meal .
