ppo, pdo, tpo, tdo
a brother gave a machine to a club .,a brother gave a club a machine .,the silly parent drew the motor for the business .,the silly parent drew the business the motor .
a president brought a meal to a band .,a president brought a band a meal .,the modest parent drew the motor for the business .,the modest parent drew the business the motor .
a prince brought a book to a club .,a prince brought a club a book .,the wise parent drew the motor for the business .,the wise parent drew the business the motor .
a champion sent a button to a minister .,a champion sent a minister a button .,the sensitive parent drew the motor for the business .,the sensitive parent drew the business the motor .
a nurse threw a guitar to a woman .,a nurse threw a woman a guitar .,the young parent drew the motor for the business .,the young parent drew the business the motor .
a girl gave an instrument to a club .,a girl gave a club an instrument .,the sophisticated parent drew the motor for the business .,the sophisticated parent drew the business the motor .
an actor gave a cheese to a reader .,an actor gave a reader a cheese .,the responsible parent drew the motor for the business .,the responsible parent drew the business the motor .
a hero sold a salad to an aunt .,a hero sold an aunt a salad .,the poor parent drew the motor for the business .,the poor parent drew the business the motor .
the actress promised the guitar to the professor .,the actress promised the professor the guitar .,a loud pilot bought a pie for an attorney .,a loud pilot bought an attorney a pie .
the bishop threw the plate to the chief .,the bishop threw the chief the plate .,a willing pilot bought a pie for an attorney .,a willing pilot bought an attorney a pie .
the prince brought the tea to the band .,the prince brought the band the tea .,a sick pilot bought a pie for an attorney .,a sick pilot bought an attorney a pie .
the friend threw the juice to the teacher .,the friend threw the teacher the juice .,a brave pilot bought a pie for an attorney .,a brave pilot bought an attorney a pie .
the employee brought the cheese to the army .,the employee brought the army the cheese .,a fantastic pilot bought a pie for an attorney .,a fantastic pilot bought an attorney a pie .
the princess brought the juice to the champion .,the princess brought the champion the juice .,a peaceful pilot bought a pie for an attorney .,a peaceful pilot bought an attorney a pie .
the husband fed the salad to the scientist .,the husband fed the scientist the salad .,a fair pilot bought a pie for an attorney .,a fair pilot bought an attorney a pie .
the friend supplied the juice to the company .,the friend supplied the company the juice .,a french pilot bought a pie for an attorney .,a french pilot bought an attorney a pie .
the soldier supplied the juice to the business .,the soldier supplied the business the juice .,a ordinary pilot bought a pie for an attorney .,a ordinary pilot bought an attorney a pie .
the father promised the juice to the opponent .,the father promised the opponent the juice .,a weird pilot bought a pie for an attorney .,a weird pilot bought an attorney a pie .
the adult sent the box to the champion .,the adult sent the champion the box .,a critical physician left a meal for an army .,a critical physician left an army a meal .
the friend supplied the tea to the man .,the friend supplied the man the tea .,a sweet physician left a meal for an army .,a sweet physician left an army a meal .
the parent promised the tea to the actress .,the parent promised the actress the tea .,a sweet physician left a meal for an army .,a sweet physician left an army a meal .
the lawyer sold the coffee to the corporation .,the lawyer sold the corporation the coffee .,a willing physician left a meal for an army .,a willing physician left an army a meal .
the kid brought the juice to the employer .,the kid brought the employer the juice .,a sophisticated physician left a meal for an army .,a sophisticated physician left an army a meal .
the cousin threw the candy to the girl .,the cousin threw the girl the candy .,a jewish physician left a meal for an army .,a jewish physician left an army a meal .
the friend supplied the gun to the band .,the friend supplied the band the gun .,a hungry physician left a meal for an army .,a hungry physician left an army a meal .
the priest gave the tea to the band .,the priest gave the band the tea .,a sophisticated physician left a meal for an army .,a sophisticated physician left an army a meal .
