pa, pp, ta, tp
an employee drinks a beer .,a beer is drunk by an employee .,an employee drinks a beer .,a beer is drunk by an employee .
a singer hurts a lawyer .,a lawyer is hurt by a singer .,a singer hurts a lawyer .,a lawyer is hurt by a singer .
a hero describes an anchor .,an anchor is described by a hero .,a hero describes an anchor .,an anchor is described by a hero .
a physician selects a bottle .,a bottle is selected by a physician .,a physician selects a bottle .,a bottle is selected by a physician .
a cop wants a coffee .,a coffee is wanted by a cop .,a cop wants a coffee .,a coffee is wanted by a cop .
an author wants a pie .,a pie is wanted by an author .,an author wants a pie .,a pie is wanted by an author .
a guest grabs a writer .,a writer is grabbed by a guest .,a guest grabs a writer .,a writer is grabbed by a guest .
a mayor discovers a juice .,a juice is discovered by a mayor .,a mayor discovers a juice .,a juice is discovered by a mayor .
a student catches a juice .,a juice is caught by a student .,a student catches a juice .,a juice is caught by a student .
a husband prepares a plate .,a plate is prepared by a husband .,a husband prepares a plate .,a plate is prepared by a husband .
a reader discovers a coffee .,a coffee is discovered by a reader .,a reader discovers a coffee .,a coffee is discovered by a reader .
a candidate embraces a secretary .,a secretary is embraced by a candidate .,a candidate embraces a secretary .,a secretary is embraced by a candidate .
a partner surprises a nurse .,a nurse is surprised by a partner .,a partner surprises a nurse .,a nurse is surprised by a partner .
an employer drags a manager .,a manager is dragged by an employer .,an employer drags a manager .,a manager is dragged by an employer .
an actress drinks a coffee .,a coffee is drunk by an actress .,an actress drinks a coffee .,a coffee is drunk by an actress .
a chief smells a meal .,a meal is smelled by a chief .,a chief smells a meal .,a meal is smelled by a chief .
the boy left the card .,the card was left by the boy .,the boy left the card .,the card was left by the boy .
the colonel purchased the pot .,the pot was purchased by the colonel .,the colonel purchased the pot .,the pot was purchased by the colonel .
the leader carried the juice .,the juice was carried by the leader .,the leader carried the juice .,the juice was carried by the leader .
the actress hurt the kid .,the kid was hurt by the actress .,the actress hurt the kid .,the kid was hurt by the actress .
the student drank the coffee .,the coffee was drunk by the student .,the student drank the coffee .,the coffee was drunk by the student .
the soldier asked the club .,the club was asked by the soldier .,the soldier asked the club .,the club was asked by the soldier .
the mother helped the professor .,the professor was helped by the mother .,the mother helped the professor .,the professor was helped by the mother .
the reader ate the pie .,the pie was eaten by the reader .,the reader ate the pie .,the pie was eaten by the reader .
the corporation wanted the pie .,the pie was wanted by the corporation .,the corporation wanted the pie .,the pie was wanted by the corporation .
the professor killed the worker .,the worker was killed by the professor .,the professor killed the worker .,the worker was killed by the professor .
a business protects a parent .,a parent is protected by a business .,a business protects a parent .,a parent is protected by a business .
a worker grabs a meal .,a meal is grabbed by a worker .,a worker grabs a meal .,a meal is grabbed by a worker .
a professor understands a pilot .,a pilot is understood by a professor .,a professor understands a pilot .,a pilot is understood by a professor .
an opponent smells a juice .,a juice is smelled by an opponent .,an opponent smells a juice .,a juice is smelled by an opponent .
a winner selects a salad .,a salad is selected by a winner .,a winner selects a salad .,a salad is selected by a winner .
a child smells a motor .,a motor is smelled by a child .,a child smells a motor .,a motor is smelled by a child .
a doctor wants a motor .,a motor is wanted by a doctor .,a doctor wants a motor .,a motor is wanted by a doctor .
a worker prepares a coffee .,a coffee is prepared by a worker .,a worker prepares a coffee .,a coffee is prepared by a worker .
a secretary punches a lady .,a lady is punched by a secretary .,a secretary punches a lady .,a lady is punched by a secretary .
a professor forgives a husband .,a husband is forgiven by a professor .,a professor forgives a husband .,a husband is forgiven by a professor .
an employer grabbed a buddy .,a buddy was grabbed by an employer .,an employer grabbed a buddy .,a buddy was grabbed by an employer .
a mayor accepted a book .,a book was accepted by a mayor .,a mayor accepted a book .,a book was accepted by a mayor .
a daughter washed a parent .,a parent was washed by a daughter .,a daughter washed a parent .,a parent was washed by a daughter .
a cop hurt a nurse .,a nurse was hurt by a cop .,a cop hurt a nurse .,a nurse was hurt by a cop .
a husband surprised a boy .,a boy was surprised by a husband .,a husband surprised a boy .,a boy was surprised by a husband .
a writer grabbed a bottle .,a bottle was grabbed by a writer .,a writer grabbed a bottle .,a bottle was grabbed by a writer .
a guy embraced a prince .,a prince was embraced by a guy .,a guy embraced a prince .,a prince was embraced by a guy .
a husband used an engine .,an engine was used by a husband .,a husband used an engine .,an engine was used by a husband .
a scientist forgot a beer .,a beer was forgotten by a scientist .,a scientist forgot a beer .,a beer was forgotten by a scientist .
a band used an anchor .,an anchor was used by a band .,a band used an anchor .,an anchor was used by a band .
the woman leaves the iron .,the iron is left by the woman .,the woman leaves the iron .,the iron is left by the woman .
